F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,,,,,,,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B
221600,0.00690548,221600,0.00692383,221600,0.00692617,221600,0.00701217,221600,0.0070668,221600,0.00699229,221600,0.0069918,221600,0.00680814,221600,0.00681486,221600,0.006798,221600,0.00679606,221600,0.00681276,221600,0.00682251,221600,0.00680719,221600,0.00679756,221600,0.00677868,221600,0.00675011,221600,0.00676227,221600,0.00671094,221600,0.00668719,221600,0.00670553,221600,0.00667211,221600,0.00672904,221600,0.0066943,221600,0.00670624,221600,0.00669967,221600,0.00669518,221600,0.00669553,221600,0.00668386,221600,0.00669244,221600,0.00669655,221600,0.00669655,221600,0.00672408,221600,0.00674002,221600,0.00674002,221600,0.00669734,221600,0.00669133,221600,0.00672062,221600,0.00671538,221600,0.00820964,221600,0.00672994,221600,0.00671861,221600,0.00669072,221600,0.00667139,221600,0.00668747
221700,0.0069084,221700,0.00692701,221700,0.00692833,221700,0.00701473,221700,0.00706906,221700,0.00699516,221700,0.00699452,221700,0.00680868,221700,0.00681612,221700,0.00679937,221700,0.0067971,221700,0.00681455,221700,0.0068246,221700,0.00681035,221700,0.00680127,221700,0.00678223,221700,0.00675343,221700,0.00676524,221700,0.00671408,221700,0.00668976,221700,0.00670749,221700,0.00667396,221700,0.00673064,221700,0.00669628,221700,0.00670782,221700,0.00670141,221700,0.0066969,221700,0.00669762,221700,0.00668604,221700,0.00669485,221700,0.00669837,221700,0.00669837,221700,0.00672586,221700,0.00674139,221700,0.00674139,221700,0.00669929,221700,0.00669295,221700,0.00672209,221700,0.00671698,221700,0.0082103,221700,0.00673212,221700,0.00671976,221700,0.00669202,221700,0.00667274,221700,0.00668878
221800,0.00691142,221800,0.00692993,221800,0.0069303,221800,0.00701707,221800,0.0070705,221800,0.00699782,221800,0.00699749,221800,0.00680931,221800,0.00681719,221800,0.00680073,221800,0.00679845,221800,0.00681637,221800,0.00682647,221800,0.00681342,221800,0.00680503,221800,0.00678568,221800,0.00675652,221800,0.00676804,221800,0.00671696,221800,0.0066925,221800,0.0067097,221800,0.00667595,221800,0.00673238,221800,0.00669812,221800,0.00670986,221800,0.00670355,221800,0.00669894,221800,0.00669968,221800,0.00668801,221800,0.006697,221800,0.00670072,221800,0.00670072,221800,0.00672774,221800,0.00674249,221800,0.00674249,221800,0.00670089,221800,0.00669431,221800,0.00672357,221800,0.00671925,221800,0.00821086,221800,0.0067344,221800,0.00672125,221800,0.00669336,221800,0.00667383,221800,0.0066905
221900,0.00691448,221900,0.00693258,221900,0.00693223,221900,0.0070191,221900,0.00707261,221900,0.00700029,221900,0.00699997,221900,0.00680985,221900,0.00681813,221900,0.0068017,221900,0.0067997,221900,0.00681793,221900,0.00682831,221900,0.00681617,221900,0.00680878,221900,0.00678944,221900,0.00675937,221900,0.00677119,221900,0.00671998,221900,0.0066949,221900,0.00671228,221900,0.00667781,221900,0.00673419,221900,0.00669989,221900,0.00671166,221900,0.00670567,221900,0.00670087,221900,0.00670171,221900,0.00669012,221900,0.00669912,221900,0.00670222,221900,0.00670222,221900,0.00672951,221900,0.00674393,221900,0.00674393,221900,0.00670243,221900,0.00669596,221900,0.00672524,221900,0.00672135,221900,0.00821132,221900,0.00673643,221900,0.00672266,221900,0.00669487,221900,0.00667507,221900,0.0066923
222000,0.00691752,222000,0.00693548,222000,0.00693407,222000,0.00702126,222000,0.0070746,222000,0.00700275,222000,0.00700286,222000,0.0068103,222000,0.00681924,222000,0.00680342,222000,0.00680064,222000,0.00681991,222000,0.00683,222000,0.00681905,222000,0.00681236,222000,0.00679293,222000,0.00676271,222000,0.00677421,222000,0.00672295,222000,0.00669767,222000,0.00671455,222000,0.00667973,222000,0.00673576,222000,0.00670163,222000,0.00671344,222000,0.00670743,222000,0.00670246,222000,0.00670368,222000,0.00669206,222000,0.00670112,222000,0.00670421,222000,0.00670421,222000,0.00673125,222000,0.00674544,222000,0.00674544,222000,0.00670443,222000,0.00669799,222000,0.00672682,222000,0.00672284,222000,0.00821211,222000,0.00673859,222000,0.00672412,222000,0.00669633,222000,0.00667683,222000,0.00669385
222100,0.00692024,222100,0.00693805,222100,0.00693613,222100,0.00702355,222100,0.00707623,222100,0.0070051,222100,0.00700569,222100,0.00681091,222100,0.00682034,222100,0.00680435,222100,0.00680182,222100,0.00682126,222100,0.006832,222100,0.00682208,222100,0.00681608,222100,0.00679641,222100,0.00676561,222100,0.00677713,222100,0.00672567,222100,0.00670043,222100,0.00671669,222100,0.00668164,222100,0.00673737,222100,0.00670355,222100,0.00671539,222100,0.0067094,222100,0.00670444,222100,0.00670566,222100,0.00669404,222100,0.00670306,222100,0.00670616,222100,0.00670616,222100,0.00673281,222100,0.00674681,222100,0.00674681,222100,0.006706,222100,0.0066997,222100,0.00672836,222100,0.00672506,222100,0.0082128,222100,0.00674077,222100,0.00672559,222100,0.00669769,222100,0.00667803,222100,0.00669562
222200,0.00692314,222200,0.00694093,222200,0.00693793,222200,0.00702582,222200,0.0070782,222200,0.00700765,222200,0.00700795,222200,0.00681139,222200,0.00682098,222200,0.00680544,222200,0.00680304,222200,0.00682301,222200,0.00683378,222200,0.00682469,222200,0.0068197,222200,0.00679981,222200,0.00676874,222200,0.00678007,222200,0.00672872,222200,0.006703,222200,0.0067195,222200,0.00668323,222200,0.00673918,222200,0.0067052,222200,0.00671699,222200,0.00671105,222200,0.00670601,222200,0.00670746,222200,0.00669586,222200,0.00670501,222200,0.00670781,222200,0.00670781,222200,0.00673456,222200,0.00674797,222200,0.00674797,222200,0.0067078,222200,0.00670132,222200,0.00672985,222200,0.006727,222200,0.00821368,222200,0.00674308,222200,0.0067269,222200,0.0066994,222200,0.0066795,222200,0.00669715
222300,0.00692608,222300,0.00694355,222300,0.00693982,222300,0.00702771,222300,0.00707997,222300,0.00701017,222300,0.00701045,222300,0.00681213,222300,0.00682207,222300,0.00680671,222300,0.0068043,222300,0.00682463,222300,0.00683558,222300,0.00682753,222300,0.00682315,222300,0.00680336,222300,0.00677206,222300,0.00678319,222300,0.00673186,222300,0.0067057,222300,0.00672214,222300,0.00668511,222300,0.00674085,222300,0.00670679,222300,0.00671869,222300,0.00671316,222300,0.00670739,222300,0.00670928,222300,0.0066977,222300,0.00670698,222300,0.00670969,222300,0.00670969,222300,0.00673595,222300,0.00674968,222300,0.00674968,222300,0.00670947,222300,0.00670326,222300,0.00673166,222300,0.00672863,222300,0.00821438,222300,0.00674505,222300,0.00672842,222300,0.00670097,222300,0.00668115,222300,0.00669898
222400,0.00692918,222400,0.00694632,222400,0.0069414,222400,0.00702967,222400,0.00708172,222400,0.00701246,222400,0.00701298,222400,0.00681261,222400,0.00682294,222400,0.00680807,222400,0.00680544,222400,0.00682629,222400,0.00683717,222400,0.00683029,222400,0.00682671,222400,0.00680698,222400,0.0067753,222400,0.00678593,222400,0.00673485,222400,0.00670847,222400,0.00672485,222400,0.00668703,222400,0.0067427,222400,0.00670867,222400,0.00672056,222400,0.00671477,222400,0.00670912,222400,0.0067113,222400,0.00669956,222400,0.00670894,222400,0.00671118,222400,0.00671118,222400,0.00673773,222400,0.00675122,222400,0.00675122,222400,0.00671127,222400,0.00670516,222400,0.00673293,222400,0.00673053,222400,0.00821495,222400,0.00674733,222400,0.00672986,222400,0.00670262,222400,0.00668275,222400,0.00670115
222500,0.00693174,222500,0.00694895,222500,0.0069428,222500,0.00703159,222500,0.00708334,222500,0.00701499,222500,0.0070155,222500,0.00681374,222500,0.00682413,222500,0.00680921,222500,0.00680642,222500,0.00682771,222500,0.0068392,222500,0.00683299,222500,0.00683009,222500,0.00681037,222500,0.0067788,222500,0.00678914,222500,0.00673772,222500,0.00671155,222500,0.00672789,222500,0.00668887,222500,0.0067445,222500,0.00671039,222500,0.00672235,222500,0.00671658,222500,0.00671069,222500,0.00671297,222500,0.00670145,222500,0.00671065,222500,0.0067129,222500,0.0067129,222500,0.00673923,222500,0.00675243,222500,0.00675243,222500,0.00671289,222500,0.0067071,222500,0.00673447,222500,0.00673235,222500,0.00821571,222500,0.00674972,222500,0.00673132,222500,0.00670402,222500,0.00668407,222500,0.00670281
222600,0.00693499,222600,0.00695168,222600,0.00694454,222600,0.0070335,222600,0.00708504,222600,0.00701715,222600,0.0070181,222600,0.00681453,222600,0.00682488,222600,0.00681058,222600,0.0068072,222600,0.00682944,222600,0.00684082,222600,0.00683547,222600,0.00683331,222600,0.00681386,222600,0.00678208,222600,0.00679214,222600,0.00674084,222600,0.00671412,222600,0.00673079,222600,0.00669063,222600,0.00674656,222600,0.0067123,222600,0.00672447,222600,0.00671808,222600,0.0067126,222600,0.00671465,222600,0.00670326,222600,0.00671275,222600,0.00671436,222600,0.00671436,222600,0.00674082,222600,0.00675414,222600,0.00675414,222600,0.00671482,222600,0.006709,222600,0.00673607,222600,0.00673405,222600,0.00821671,222600,0.00675151,222600,0.00673275,222600,0.00670594,222600,0.00668593,222600,0.0067048
222700,0.00693743,222700,0.00695404,222700,0.00694635,222700,0.00703558,222700,0.00708692,222700,0.00701939,222700,0.00702022,222700,0.00681544,222700,0.00682585,222700,0.00681154,222700,0.00680838,222700,0.00683095,222700,0.00684254,222700,0.00683814,222700,0.00683684,222700,0.00681755,222700,0.00678539,222700,0.00679474,222700,0.00674392,222700,0.00671735,222700,0.00673385,222700,0.00669249,222700,0.00674804,222700,0.00671365,222700,0.00672612,222700,0.00672001,222700,0.00671386,222700,0.00671645,222700,0.00670491,222700,0.00671443,222700,0.00671609,222700,0.00671609,222700,0.00674236,222700,0.0067556,222700,0.0067556,222700,0.00671644,222700,0.00671106,222700,0.00673767,222700,0.00673568,222700,0.00821754,222700,0.00675376,222700,0.00673416,222700,0.00670727,222700,0.00668772,222700,0.00670669
222800,0.0069403,222800,0.0069567,222800,0.00694795,222800,0.00703722,222800,0.00708822,222800,0.00702169,222800,0.00702265,222800,0.00681678,222800,0.00682672,222800,0.00681291,222800,0.00680935,222800,0.00683275,222800,0.00684414,222800,0.00684069,222800,0.00684016,222800,0.00682064,222800,0.00678881,222800,0.00679767,222800,0.00674669,222800,0.00672032,222800,0.00673722,222800,0.0066944,222800,0.00675004,222800,0.00671538,222800,0.00672778,222800,0.00672143,222800,0.00671543,222800,0.0067182,222800,0.00670673,222800,0.00671606,222800,0.00671755,222800,0.00671755,222800,0.00674373,222800,0.00675683,222800,0.00675683,222800,0.00671827,222800,0.00671313,222800,0.00673902,222800,0.00673768,222800,0.00821795,222800,0.00675575,222800,0.00673546,222800,0.0067089,222800,0.0066894,222800,0.00670864
222900,0.00694293,222900,0.00695919,222900,0.00694975,222900,0.00703902,222900,0.00709001,222900,0.00702382,222900,0.00702529,222900,0.00681803,222900,0.00682818,222900,0.00681434,222900,0.00681068,222900,0.00683441,222900,0.00684604,222900,0.00684335,222900,0.00684343,222900,0.00682401,222900,0.00679212,222900,0.00680098,222900,0.00674986,222900,0.006723,222900,0.00674013,222900,0.00669584,222900,0.00675206,222900,0.00671717,222900,0.00672965,222900,0.00672336,222900,0.00671682,222900,0.00672011,222900,0.00670829,222900,0.00671782,222900,0.00671938,222900,0.00671938,222900,0.00674569,222900,0.00675815,222900,0.00675815,222900,0.00671988,222900,0.00671515,222900,0.00674086,222900,0.00673931,222900,0.00821878,222900,0.00675812,222900,0.00673669,222900,0.00671059,222900,0.00669106,222900,0.00671049
223000,0.00694572,223000,0.00696159,223000,0.00695113,223000,0.00704044,223000,0.00709163,223000,0.00702592,223000,0.00702734,223000,0.00681952,223000,0.00682925,223000,0.00681551,223000,0.00681166,223000,0.00683607,223000,0.00684737,223000,0.00684586,223000,0.00684665,223000,0.00682769,223000,0.00679592,223000,0.00680376,223000,0.00675286,223000,0.00672609,223000,0.00674411,223000,0.00669774,223000,0.00675395,223000,0.00671877,223000,0.00673136,223000,0.00672493,223000,0.00671845,223000,0.00672165,223000,0.00670989,223000,0.00671967,223000,0.00672061,223000,0.00672061,223000,0.00674675,223000,0.00675987,223000,0.00675987,223000,0.00672169,223000,0.0067172,223000,0.00674199,223000,0.00674095,223000,0.00821982,223000,0.0067601,223000,0.00673835,223000,0.00671195,223000,0.00669277,223000,0.00671285
223100,0.00694861,223100,0.00696395,223100,0.00695289,223100,0.0070424,223100,0.00709314,223100,0.00702815,223100,0.00702973,223100,0.006821,223100,0.00683035,223100,0.00681664,223100,0.00681276,223100,0.00683777,223100,0.00684917,223100,0.00684807,223100,0.00684966,223100,0.00683088,223100,0.00679922,223100,0.00680704,223100,0.00675583,223100,0.0067291,223100,0.00674762,223100,0.00669952,223100,0.00675581,223100,0.00672091,223100,0.00673356,223100,0.00672656,223100,0.00671973,223100,0.00672339,223100,0.00671142,223100,0.00672142,223100,0.00672217,223100,0.00672217,223100,0.00674838,223100,0.0067614,223100,0.0067614,223100,0.00672323,223100,0.00671937,223100,0.0067435,223100,0.00674275,223100,0.00822064,223100,0.00676247,223100,0.0067395,223100,0.00671362,223100,0.00669467,223100,0.00671456
223200,0.00695126,223200,0.0069665,223200,0.00695453,223200,0.00704396,223200,0.00709426,223200,0.00702991,223200,0.00703185,223200,0.00682252,223200,0.00683178,223200,0.00681799,223200,0.00681384,223200,0.00683953,223200,0.00685067,223200,0.0068504,223200,0.00685283,223200,0.00683423,223200,0.0068026,223200,0.00681007,223200,0.00675888,223200,0.00673182,223200,0.00675143,223200,0.0067011,223200,0.00675783,223200,0.0067227,223200,0.00673511,223200,0.00672815,223200,0.00672156,223200,0.00672511,223200,0.00671311,223200,0.00672294,223200,0.0067238,223200,0.0067238,223200,0.00674986,223200,0.00676279,223200,0.00676279,223200,0.00672497,223200,0.00672146,223200,0.00674511,223200,0.00674434,223200,0.00822137,223200,0.00676447,223200,0.00674098,223200,0.00671502,223200,0.00669651,223200,0.00671672
223300,0.00695397,223300,0.00696892,223300,0.00695607,223300,0.00704569,223300,0.00709581,223300,0.0070319,223300,0.00703429,223300,0.00682444,223300,0.00683266,223300,0.00681908,223300,0.00681488,223300,0.00684097,223300,0.00685226,223300,0.00685273,223300,0.0068558,223300,0.00683749,223300,0.00680603,223300,0.00681332,223300,0.00676186,223300,0.00673498,223300,0.0067551,223300,0.00670314,223300,0.0067601,223300,0.00672444,223300,0.00673712,223300,0.00672966,223300,0.00672332,223300,0.00672642,223300,0.00671505,223300,0.00672471,223300,0.00672525,223300,0.00672525,223300,0.0067512,223300,0.00676451,223300,0.00676451,223300,0.00672671,223300,0.00672351,223300,0.00674658,223300,0.00674591,223300,0.00822259,223300,0.00676642,223300,0.00674239,223300,0.00671666,223300,0.00669802,223300,0.00671878
223400,0.00695668,223400,0.00697098,223400,0.00695793,223400,0.00704775,223400,0.00709779,223400,0.007034,223400,0.00703628,223400,0.00682625,223400,0.00683425,223400,0.0068204,223400,0.00681579,223400,0.00684288,223400,0.00685393,223400,0.00685513,223400,0.00685875,223400,0.00684068,223400,0.00680973,223400,0.00681656,223400,0.0067648,223400,0.00673798,223400,0.00675877,223400,0.00670479,223400,0.00676189,223400,0.00672639,223400,0.00673887,223400,0.0067314,223400,0.00672461,223400,0.0067285,223400,0.00671633,223400,0.00672638,223400,0.00672657,223400,0.00672657,223400,0.00675285,223400,0.00676575,223400,0.00676575,223400,0.00672846,223400,0.00672573,223400,0.006748,223400,0.00674748,223400,0.00822332,223400,0.00676826,223400,0.00674355,223400,0.00671805,223400,0.00669996,223400,0.0067208
223500,0.00695917,223500,0.00697324,223500,0.00695943,223500,0.00704907,223500,0.00709934,223500,0.00703588,223500,0.00703835,223500,0.00682831,223500,0.00683605,223500,0.00682164,223500,0.00681683,223500,0.00684448,223500,0.00685552,223500,0.0068574,223500,0.00686165,223500,0.00684384,223500,0.00681304,223500,0.00681962,223500,0.00676753,223500,0.00674092,223500,0.00676256,223500,0.00670675,223500,0.0067643,223500,0.00672839,223500,0.00674076,223500,0.00673286,223500,0.00672617,223500,0.00673011,223500,0.00671824,223500,0.00672819,223500,0.00672799,223500,0.00672799,223500,0.00675406,223500,0.00676747,223500,0.00676747,223500,0.00672988,223500,0.00672785,223500,0.00674932,223500,0.006749,223500,0.00822444,223500,0.00677039,223500,0.00674493,223500,0.00671948,223500,0.00670177,223500,0.00672258
223600,0.00696216,223600,0.00697551,223600,0.0069612,223600,0.00705089,223600,0.00710052,223600,0.0070378,223600,0.00704065,223600,0.00683052,223600,0.00683743,223600,0.00682299,223600,0.00681771,223600,0.00684619,223600,0.0068572,223600,0.00685974,223600,0.00686451,223600,0.00684705,223600,0.00681635,223600,0.00682269,223600,0.00677036,223600,0.00674384,223600,0.00676669,223600,0.00670855,223600,0.00676645,223600,0.00673,223600,0.00674309,223600,0.00673478,223600,0.00672783,223600,0.00673184,223600,0.00671968,223600,0.0067299,223600,0.00672964,223600,0.00672964,223600,0.00675571,223600,0.00676894,223600,0.00676894,223600,0.00673143,223600,0.00673012,223600,0.00675068,223600,0.00675012,223600,0.00822523,223600,0.00677227,223600,0.00674628,223600,0.00672094,223600,0.00670356,223600,0.00672466
223700,0.00696483,223700,0.00697801,223700,0.00696261,223700,0.00705264,223700,0.00710219,223700,0.00703975,223700,0.00704281,223700,0.0068325,223700,0.0068389,223700,0.00682419,223700,0.00681895,223700,0.00684799,223700,0.00685888,223700,0.00686139,223700,0.00686722,223700,0.00684995,223700,0.00681967,223700,0.00682595,223700,0.00677323,223700,0.00674683,223700,0.00677078,223700,0.00671034,223700,0.00676852,223700,0.00673219,223700,0.00674491,223700,0.00673618,223700,0.00672975,223700,0.00673359,223700,0.00672125,223700,0.00673148,223700,0.00673118,223700,0.00673118,223700,0.00675718,223700,0.00677072,223700,0.00677072,223700,0.00673326,223700,0.00673234,223700,0.00675217,223700,0.00675163,223700,0.00822545,223700,0.00677466,223700,0.00674755,223700,0.00672236,223700,0.00670542,223700,0.00672688
223800,0.00696779,223800,0.00697996,223800,0.00696441,223800,0.00705424,223800,0.00710358,223800,0.00704129,223800,0.00704489,223800,0.00683472,223800,0.00684068,223800,0.00682543,223800,0.00681981,223800,0.00684969,223800,0.00686059,223800,0.00686356,223800,0.00686982,223800,0.00685299,223800,0.00682283,223800,0.00682928,223800,0.00677616,223800,0.00674996,223800,0.00677461,223800,0.00671231,223800,0.00677057,223800,0.00673414,223800,0.00674708,223800,0.00673798,223800,0.00673109,223800,0.00673516,223800,0.00672283,223800,0.00673326,223800,0.00673286,223800,0.00673286,223800,0.00675875,223800,0.006772,223800,0.006772,223800,0.00673508,223800,0.00673469,223800,0.00675347,223800,0.00675323,223800,0.00822587,223800,0.00677649,223800,0.00674917,223800,0.00672381,223800,0.00670686,223800,0.00672888
223900,0.00697045,223900,0.00698228,223900,0.00696608,223900,0.007056,223900,0.00710534,223900,0.00704348,223900,0.00704652,223900,0.00683708,223900,0.00684253,223900,0.00682666,223900,0.00682074,223900,0.00685163,223900,0.00686233,223900,0.00686567,223900,0.00687258,223900,0.00685593,223900,0.00682634,223900,0.00683262,223900,0.00677861,223900,0.00675252,223900,0.00677861,223900,0.00671425,223900,0.00677298,223900,0.00673618,223900,0.00674905,223900,0.00673974,223900,0.00673306,223900,0.00673698,223900,0.00672473,223900,0.00673517,223900,0.00673435,223900,0.00673435,223900,0.00676043,223900,0.00677366,223900,0.00677366,223900,0.00673633,223900,0.00673708,223900,0.00675498,223900,0.00675486,223900,0.0082258,223900,0.0067783,223900,0.00675036,223900,0.00672536,223900,0.00670895,223900,0.00673092
224000,0.00697304,224000,0.00698437,224000,0.00696769,224000,0.00705767,224000,0.00710656,224000,0.00704489,224000,0.00704868,224000,0.00683922,224000,0.00684458,224000,0.00682804,224000,0.00682211,224000,0.00685332,224000,0.00686398,224000,0.00686757,224000,0.00687491,224000,0.00685873,224000,0.00682926,224000,0.00683604,224000,0.00678142,224000,0.00675539,224000,0.00678276,224000,0.00671593,224000,0.00677515,224000,0.00673837,224000,0.00675102,224000,0.00674177,224000,0.00673462,224000,0.0067388,224000,0.00672629,224000,0.00673682,224000,0.00673584,224000,0.00673584,224000,0.00676189,224000,0.00677555,224000,0.00677555,224000,0.00673809,224000,0.00673937,224000,0.00675632,224000,0.00675636,224000,0.00822593,224000,0.00678041,224000,0.00675168,224000,0.00672652,224000,0.00671075,224000,0.0067332
224100,0.00697619,224100,0.00698672,224100,0.00696922,224100,0.00705919,224100,0.00710843,224100,0.00704693,224100,0.0070508,224100,0.00684166,224100,0.00684635,224100,0.00682938,224100,0.00682252,224100,0.00685521,224100,0.0068659,224100,0.00686971,224100,0.00687761,224100,0.00686153,224100,0.00683249,224100,0.00683919,224100,0.00678401,224100,0.0067583,224100,0.0067866,224100,0.00671823,224100,0.00677777,224100,0.00674081,224100,0.00675322,224100,0.00674314,224100,0.00673664,224100,0.00674072,224100,0.00672817,224100,0.00673897,224100,0.00673752,224100,0.00673752,224100,0.00676382,224100,0.00677706,224100,0.00677706,224100,0.0067397,224100,0.00674154,224100,0.00675798,224100,0.0067573,224100,0.00822613,224100,0.00678228,224100,0.00675315,224100,0.00672808,224100,0.00671237,224100,0.00673524
224200,0.00697907,224200,0.00698901,224200,0.00697097,224200,0.00706097,224200,0.00711001,224200,0.00704858,224200,0.00705264,224200,0.00684397,224200,0.00684857,224200,0.00683064,224200,0.00682368,224200,0.00685713,224200,0.00686762,224200,0.00687157,224200,0.00687989,224200,0.00686423,224200,0.00683578,224200,0.00684259,224200,0.00678648,224200,0.00676137,224200,0.00679086,224200,0.00672026,224200,0.00677993,224200,0.00674302,224200,0.00675517,224200,0.00674504,224200,0.0067384,224200,0.00674252,224200,0.00672988,224200,0.00674067,224200,0.00673931,224200,0.00673931,224200,0.0067652,224200,0.00677899,224200,0.00677899,224200,0.00674126,224200,0.00674411,224200,0.00676008,224200,0.00675926,224200,0.00822605,224200,0.00678445,224200,0.00675451,224200,0.00672929,224200,0.00671406,224200,0.00673716
224300,0.0069819,224300,0.00699123,224300,0.0069726,224300,0.00706286,224300,0.00711173,224300,0.00705061,224300,0.00705472,224300,0.00684635,224300,0.0068504,224300,0.00683219,224300,0.00682485,224300,0.00685897,224300,0.00686964,224300,0.00687356,224300,0.00688258,224300,0.0068669,224300,0.0068387,224300,0.00684612,224300,0.00678919,224300,0.00676362,224300,0.00679494,224300,0.00672229,224300,0.00678247,224300,0.00674513,224300,0.00675741,224300,0.00674684,224300,0.00674019,224300,0.00674412,224300,0.00673161,224300,0.00674257,224300,0.00674091,224300,0.00674091,224300,0.00676702,224300,0.00678073,224300,0.00678073,224300,0.0067429,224300,0.00674652,224300,0.0067616,224300,0.00676048,224300,0.0082263,224300,0.00678642,224300,0.00675589,224300,0.00673075,224300,0.00671596,224300,0.00673941
224400,0.00698494,224400,0.00699327,224400,0.00697422,224400,0.00706457,224400,0.00711327,224400,0.00705222,224400,0.00705647,224400,0.00684868,224400,0.00685243,224400,0.00683366,224400,0.00682611,224400,0.0068605,224400,0.00687173,224400,0.00687537,224400,0.00688492,224400,0.00686962,224400,0.00684166,224400,0.00684911,224400,0.00679169,224400,0.00676625,224400,0.00679889,224400,0.00672432,224400,0.00678477,224400,0.00674746,224400,0.00675972,224400,0.00674883,224400,0.00674225,224400,0.00674614,224400,0.0067336,224400,0.00674452,224400,0.00674276,224400,0.00674276,224400,0.00676897,224400,0.00678249,224400,0.00678249,224400,0.00674452,224400,0.00674897,224400,0.00676321,224400,0.00676207,224400,0.00822631,224400,0.00678853,224400,0.00675731,224400,0.0067321,224400,0.00671811,224400,0.00674171
224500,0.00698781,224500,0.00699574,224500,0.00697565,224500,0.0070659,224500,0.00711542,224500,0.00705421,224500,0.00705865,224500,0.00685092,224500,0.00685486,224500,0.00683495,224500,0.00682695,224500,0.00686232,224500,0.00687353,224500,0.00687723,224500,0.0068871,224500,0.00687233,224500,0.00684465,224500,0.00685264,224500,0.0067945,224500,0.00676876,224500,0.00680292,224500,0.00672653,224500,0.00678732,224500,0.00674975,224500,0.00676187,224500,0.00675068,224500,0.00674427,224500,0.00674818,224500,0.00673536,224500,0.00674645,224500,0.00674447,224500,0.00674447,224500,0.00677076,224500,0.00678398,224500,0.00678398,224500,0.00674615,224500,0.00675138,224500,0.0067648,224500,0.0067634,224500,0.00822697,224500,0.00679069,224500,0.00675892,224500,0.00673387,224500,0.00671984,224500,0.00674404
224600,0.00699074,224600,0.00699799,224600,0.00697725,224600,0.0070677,224600,0.00711715,224600,0.00705628,224600,0.00706073,224600,0.0068535,224600,0.00685699,224600,0.00683659,224600,0.00682836,224600,0.00686352,224600,0.00687536,224600,0.00687896,224600,0.00688935,224600,0.00687456,224600,0.00684755,224600,0.00685615,224600,0.00679676,224600,0.00677126,224600,0.00680685,224600,0.00672898,224600,0.0067898,224600,0.00675257,224600,0.00676432,224600,0.00675265,224600,0.00674635,224600,0.00675007,224600,0.00673745,224600,0.00674852,224600,0.00674648,224600,0.00674648,224600,0.00677251,224600,0.00678573,224600,0.00678573,224600,0.00674786,224600,0.00675394,224600,0.00676653,224600,0.00676504,224600,0.00822808,224600,0.00679263,224600,0.00676038,224600,0.00673516,224600,0.00672182,224600,0.00674628
224700,0.00699381,224700,0.00700006,224700,0.00697872,224700,0.00706932,224700,0.00711875,224700,0.00705798,224700,0.00706279,224700,0.00685533,224700,0.00685919,224700,0.00683808,224700,0.00682969,224700,0.00686492,224700,0.00687715,224700,0.00688074,224700,0.0068916,224700,0.00687729,224700,0.00685032,224700,0.00685921,224700,0.00679952,224700,0.00677344,224700,0.00681047,224700,0.00673117,224700,0.00679244,224700,0.00675497,224700,0.00676635,224700,0.00675487,224700,0.00674856,224700,0.00675208,224700,0.00673924,224700,0.00675072,224700,0.00674858,224700,0.00674858,224700,0.00677428,224700,0.00678804,224700,0.00678804,224700,0.0067497,224700,0.00675609,224700,0.00676839,224700,0.00676661,224700,0.0082295,224700,0.0067949,224700,0.00676218,224700,0.00673655,224700,0.00672378,224700,0.00674829
224800,0.00699671,224800,0.00700265,224800,0.00698023,224800,0.00707108,224800,0.00712066,224800,0.00705994,224800,0.00706491,224800,0.00685768,224800,0.0068617,224800,0.00684014,224800,0.00683117,224800,0.00686672,224800,0.0068791,224800,0.00688233,224800,0.00689362,224800,0.00687968,224800,0.006853,224800,0.00686237,224800,0.00680209,224800,0.00677589,224800,0.00681442,224800,0.0067334,224800,0.006795,224800,0.00675732,224800,0.00676877,224800,0.00675706,224800,0.00675043,224800,0.00675387,224800,0.00674119,224800,0.00675269,224800,0.00675041,224800,0.00675041,224800,0.00677651,224800,0.00679004,224800,0.00679004,224800,0.00675132,224800,0.00675893,224800,0.00677,224800,0.00676828,224800,0.00823113,224800,0.00679705,224800,0.00676384,224800,0.00673814,224800,0.00672572,224800,0.00675069
224900,0.00699976,224900,0.00700491,224900,0.00698174,224900,0.00707283,224900,0.0071225,224900,0.00706208,224900,0.0070672,224900,0.00685957,224900,0.00686368,224900,0.00684176,224900,0.00683229,224900,0.00686845,224900,0.00688101,224900,0.00688413,224900,0.00689566,224900,0.00688198,224900,0.00685565,224900,0.00686555,224900,0.00680472,224900,0.00677819,224900,0.00681814,224900,0.00673585,224900,0.00679779,224900,0.00675994,224900,0.00677121,224900,0.00675931,224900,0.0067526,224900,0.00675615,224900,0.00674359,224900,0.00675485,224900,0.00675257,224900,0.00675257,224900,0.00677869,224900,0.00679172,224900,0.00679172,224900,0.0067532,224900,0.00676161,224900,0.00677205,224900,0.00676969,224900,0.00823224,224900,0.006799,224900,0.00676538,224900,0.00673987,224900,0.00672739,224900,0.00675284
