F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,,,,,,,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B
114400,0.00492609,114400,0.00484571,114400,0.00459681,114400,0.00462103,114400,0.00467249,114400,0.00464944,114400,0.00465346,114400,0.00469523,114400,0.00471235,114400,0.00471747,114400,0.00469654,114400,0.00472991,114400,0.0047346,114400,0.00469503,114400,0.00471579,114400,0.00471195,114400,0.00470719,114400,0.00472612,114400,0.00477485,114400,0.00475036,114400,0.00475472,114400,0.00473294,114400,0.00477916,114400,0.00477773,114400,0.00474786,114400,0.00477871,114400,0.00477542,114400,0.00476657,114400,0.00475688,114400,0.0047656,114400,0.0047817,114400,0.0047817,114400,0.00479903,114400,0.00479971,114400,0.00479971,114400,0.00477976,114400,0.0048022,114400,0.00482535,114400,0.0047692,114400,0.00471612,114400,0.00485561,114400,0.00482638,114400,0.00480314,114400,0.00477269,114400,0.00485396
114500,0.00493198,114500,0.00485179,114500,0.00460203,114500,0.00462596,114500,0.00467764,114500,0.00465462,114500,0.00465855,114500,0.00470019,114500,0.00471711,114500,0.00472281,114500,0.00470171,114500,0.00473521,114500,0.0047398,114500,0.00470017,114500,0.00472066,114500,0.00471682,114500,0.0047119,114500,0.00473049,114500,0.00478012,114500,0.00475559,114500,0.00476072,114500,0.00473786,114500,0.00478404,114500,0.004783,114500,0.00475311,114500,0.00478385,114500,0.00478084,114500,0.00477174,114500,0.00476252,114500,0.00477099,114500,0.00478701,114500,0.00478701,114500,0.00480438,114500,0.00480472,114500,0.00480472,114500,0.00478508,114500,0.00480756,114500,0.00483059,114500,0.0047744,114500,0.00472052,114500,0.00486087,114500,0.00483142,114500,0.00480841,114500,0.00477782,114500,0.00485898
114600,0.00493802,114600,0.00485777,114600,0.00460722,114600,0.00463041,114600,0.00468278,114600,0.00466007,114600,0.00466367,114600,0.0047049,114600,0.00472185,114600,0.00472798,114600,0.00470697,114600,0.00474041,114600,0.00474459,114600,0.00470537,114600,0.00472563,114600,0.00472169,114600,0.00471642,114600,0.00473511,114600,0.00478545,114600,0.00476098,114600,0.00476668,114600,0.00474293,114600,0.00478915,114600,0.00478826,114600,0.00475827,114600,0.00478913,114600,0.00478627,114600,0.00477721,114600,0.00476772,114600,0.00477631,114600,0.0047924,114600,0.0047924,114600,0.0048097,114600,0.0048098,114600,0.0048098,114600,0.00479032,114600,0.00481291,114600,0.0048358,114600,0.00477969,114600,0.004725,114600,0.0048661,114600,0.00483611,114600,0.00481327,114600,0.00478296,114600,0.00486402
114700,0.00494362,114700,0.00486356,114700,0.00461224,114700,0.00463531,114700,0.00468823,114700,0.00466537,114700,0.00466892,114700,0.00470993,114700,0.00472669,114700,0.00473291,114700,0.00471203,114700,0.00474559,114700,0.00474954,114700,0.00471056,114700,0.00473037,114700,0.00472658,114700,0.00472136,114700,0.00473964,114700,0.00479061,114700,0.00476621,114700,0.00477256,114700,0.004748,114700,0.0047945,114700,0.00479377,114700,0.00476322,114700,0.00479439,114700,0.00479162,114700,0.00478259,114700,0.00477326,114700,0.0047819,114700,0.00479794,114700,0.00479794,114700,0.00481521,114700,0.00481465,114700,0.00481465,114700,0.00479554,114700,0.0048179,114700,0.00484101,114700,0.00478497,114700,0.00472959,114700,0.00487139,114700,0.0048411,114700,0.00481833,114700,0.00478791,114700,0.00486931
114800,0.00494936,114800,0.00486961,114800,0.00461729,114800,0.00464009,114800,0.00469347,114800,0.00467057,114800,0.00467386,114800,0.00471485,114800,0.00473151,114800,0.00473799,114800,0.00471708,114800,0.00475067,114800,0.00475458,114800,0.0047157,114800,0.00473551,114800,0.00473139,114800,0.0047262,114800,0.00474411,114800,0.0047959,114800,0.00477119,114800,0.00477844,114800,0.00475312,114800,0.00479932,114800,0.00479883,114800,0.00476837,114800,0.0047997,114800,0.00479703,114800,0.00478804,114800,0.00477874,114800,0.00478726,114800,0.00480338,114800,0.00480338,114800,0.00482054,114800,0.00481973,114800,0.00481973,114800,0.00480071,114800,0.00482336,114800,0.00484634,114800,0.00479036,114800,0.00473399,114800,0.00487663,114800,0.00484598,114800,0.00482327,114800,0.00479317,114800,0.0048744
114900,0.00495516,114900,0.00487517,114900,0.0046221,114900,0.00464473,114900,0.00469853,114900,0.00467575,114900,0.00467906,114900,0.00471972,114900,0.00473597,114900,0.00474303,114900,0.00472204,114900,0.00475579,114900,0.00475943,114900,0.0047208,114900,0.00474047,114900,0.00473665,114900,0.00473101,114900,0.00474882,114900,0.00480107,114900,0.00477625,114900,0.00478411,114900,0.00475815,114900,0.0048045,114900,0.004804,114900,0.00477355,114900,0.00480498,114900,0.00480237,114900,0.00479333,114900,0.00478406,114900,0.00479271,114900,0.00480872,114900,0.00480872,114900,0.00482593,114900,0.00482469,114900,0.00482469,114900,0.00480607,114900,0.0048284,114900,0.00485148,114900,0.00479553,114900,0.00473855,114900,0.00488192,114900,0.00485099,114900,0.00482838,114900,0.00479841,114900,0.00487943
115000,0.00496067,115000,0.00488103,115000,0.00462695,115000,0.0046495,115000,0.00470379,115000,0.00468089,115000,0.00468408,115000,0.00472457,115000,0.00474075,115000,0.00474772,115000,0.00472707,115000,0.00476095,115000,0.00476427,115000,0.00472593,115000,0.0047456,115000,0.00474186,115000,0.00473605,115000,0.00475329,115000,0.00480612,115000,0.00478107,115000,0.00478995,115000,0.00476327,115000,0.0048094,115000,0.00480907,115000,0.00477863,115000,0.00481026,115000,0.00480773,115000,0.00479873,115000,0.00478937,115000,0.00479817,115000,0.00481399,115000,0.00481399,115000,0.00483153,115000,0.00482982,115000,0.00482982,115000,0.00481138,115000,0.00483375,115000,0.00485688,115000,0.00480062,115000,0.00474288,115000,0.00488698,115000,0.00485606,115000,0.00483336,115000,0.00480347,115000,0.0048845
115100,0.00496647,115100,0.00488669,115100,0.00463167,115100,0.00465394,115100,0.00470857,115100,0.00468606,115100,0.00468895,115100,0.00472926,115100,0.00474529,115100,0.00475268,115100,0.00473205,115100,0.00476583,115100,0.00476932,115100,0.00473116,115100,0.0047507,115100,0.00474726,115100,0.00474102,115100,0.00475766,115100,0.00481112,115100,0.00478603,115100,0.0047952,115100,0.0047683,115100,0.00481446,115100,0.00481427,115100,0.00478387,115100,0.00481562,115100,0.00481316,115100,0.0048042,115100,0.00479485,115100,0.00480341,115100,0.00481959,115100,0.00481959,115100,0.00483692,115100,0.00483481,115100,0.00483481,115100,0.00481665,115100,0.00483931,115100,0.00486218,115100,0.00480579,115100,0.00474765,115100,0.00489225,115100,0.00486098,115100,0.00483839,115100,0.00480862,115100,0.00488975
115200,0.00497219,115200,0.00489229,115200,0.00463619,115200,0.00465868,115200,0.00471353,115200,0.00469102,115200,0.00469371,115200,0.00473444,115200,0.00475023,115200,0.00475762,115200,0.00473708,115200,0.00477107,115200,0.00477427,115200,0.00473651,115200,0.0047559,115200,0.0047523,115200,0.00474624,115200,0.00476243,115200,0.00481635,115200,0.00479095,115200,0.00480069,115200,0.00477335,115200,0.0048198,115200,0.00481933,115200,0.0047889,115200,0.00482095,115200,0.00481862,115200,0.0048094,115200,0.00479987,115200,0.00480904,115200,0.00482479,115200,0.00482479,115200,0.00484238,115200,0.00483984,115200,0.00483984,115200,0.00482197,115200,0.0048443,115200,0.00486769,115200,0.00481127,115200,0.00475196,115200,0.00489741,115200,0.00486603,115200,0.00484342,115200,0.00481363,115200,0.00489473
115300,0.00497789,115300,0.004898,115300,0.00464085,115300,0.00466328,115300,0.00471854,115300,0.00469591,115300,0.00469853,115300,0.00473947,115300,0.00475482,115300,0.00476239,115300,0.00474195,115300,0.00477606,115300,0.00477913,115300,0.00474163,115300,0.00476116,115300,0.00475758,115300,0.00475126,115300,0.00476698,115300,0.00482152,115300,0.00479558,115300,0.00480606,115300,0.00477855,115300,0.00482504,115300,0.00482451,115300,0.00479407,115300,0.00482638,115300,0.00482388,115300,0.00481497,115300,0.00480506,115300,0.0048144,115300,0.00483009,115300,0.00483009,115300,0.00484763,115300,0.00484502,115300,0.00484502,115300,0.00482726,115300,0.00484946,115300,0.00487298,115300,0.0048163,115300,0.00475634,115300,0.00490255,115300,0.00487118,115300,0.00484834,115300,0.00481882,115300,0.00489966
115400,0.00498386,115400,0.00490376,115400,0.00464542,115400,0.0046677,115400,0.00472349,115400,0.00470072,115400,0.00470353,115400,0.00474453,115400,0.00475973,115400,0.00476742,115400,0.00474693,115400,0.00478108,115400,0.00478426,115400,0.00474703,115400,0.00476628,115400,0.00476309,115400,0.00475647,115400,0.0047716,115400,0.00482641,115400,0.0048003,115400,0.00481106,115400,0.00478347,115400,0.00483008,115400,0.00482962,115400,0.00479913,115400,0.0048317,115400,0.00482943,115400,0.00482038,115400,0.00481033,115400,0.00481967,115400,0.00483518,115400,0.00483518,115400,0.00485307,115400,0.00485008,115400,0.00485008,115400,0.0048327,115400,0.00485497,115400,0.00487831,115400,0.00482145,115400,0.00476086,115400,0.00490766,115400,0.00487607,115400,0.00485341,115400,0.00482381,115400,0.00490468
115500,0.00498943,115500,0.0049096,115500,0.00464995,115500,0.00467227,115500,0.00472831,115500,0.00470552,115500,0.00470822,115500,0.00474962,115500,0.00476453,115500,0.00477205,115500,0.00475179,115500,0.0047861,115500,0.00478934,115500,0.00475212,115500,0.00477141,115500,0.00476835,115500,0.00476168,115500,0.00477584,115500,0.00483172,115500,0.00480515,115500,0.00481571,115500,0.00478891,115500,0.00483542,115500,0.00483449,115500,0.00480437,115500,0.00483693,115500,0.00483478,115500,0.0048258,115500,0.00481557,115500,0.00482507,115500,0.00484073,115500,0.00484073,115500,0.0048585,115500,0.00485488,115500,0.00485488,115500,0.00483795,115500,0.00485998,115500,0.00488389,115500,0.0048267,115500,0.00476528,115500,0.00491274,115500,0.0048814,115500,0.00485818,115500,0.00482867,115500,0.00490976
115600,0.0049955,115600,0.00491556,115600,0.00465456,115600,0.00467683,115600,0.00473314,115600,0.00471031,115600,0.00471293,115600,0.00475467,115600,0.00476937,115600,0.00477665,115600,0.00475665,115600,0.00479096,115600,0.00479414,115600,0.00475705,115600,0.00477638,115600,0.00477377,115600,0.00476667,115600,0.0047803,115600,0.00483674,115600,0.00480986,115600,0.00482008,115600,0.00479414,115600,0.00484062,115600,0.00483968,115600,0.00480949,115600,0.00484251,115600,0.00484023,115600,0.00483098,115600,0.00482077,115600,0.00483042,115600,0.00484588,115600,0.00484588,115600,0.0048637,115600,0.00486012,115600,0.00486012,115600,0.00484323,115600,0.00486506,115600,0.00488924,115600,0.00483184,115600,0.00476967,115600,0.00491774,115600,0.00488642,115600,0.00486307,115600,0.00483362,115600,0.00491442
115700,0.00500148,115700,0.00492158,115700,0.00465924,115700,0.00468149,115700,0.004738,115700,0.00471517,115700,0.00471778,115700,0.00475984,115700,0.0047743,115700,0.00478145,115700,0.00476157,115700,0.00479567,115700,0.004799,115700,0.00476208,115700,0.00478148,115700,0.00477897,115700,0.00477202,115700,0.00478484,115700,0.00484164,115700,0.00481477,115700,0.00482403,115700,0.00479915,115700,0.00484608,115700,0.00484485,115700,0.00481482,115700,0.00484794,115700,0.00484547,115700,0.00483654,115700,0.0048259,115700,0.00483558,115700,0.00485115,115700,0.00485115,115700,0.00486889,115700,0.00486513,115700,0.00486513,115700,0.00484847,115700,0.0048706,115700,0.00489443,115700,0.00483682,115700,0.00477413,115700,0.00492271,115700,0.00489153,115700,0.00486787,115700,0.00483846,115700,0.00491927
115800,0.00500744,115800,0.00492783,115800,0.00466407,115800,0.00468617,115800,0.0047428,115800,0.00471992,115800,0.00472246,115800,0.00476495,115800,0.00477936,115800,0.00478614,115800,0.00476606,115800,0.00480044,115800,0.0048041,115800,0.00476707,115800,0.00478643,115800,0.0047841,115800,0.00477708,115800,0.00478928,115800,0.00484673,115800,0.00481934,115800,0.00482905,115800,0.00480441,115800,0.00485151,115800,0.00485001,115800,0.00482,115800,0.00485347,115800,0.00485093,115800,0.00484174,115800,0.00483106,115800,0.00484084,115800,0.00485624,115800,0.00485624,115800,0.00487397,115800,0.00486995,115800,0.00486995,115800,0.00485398,115800,0.00487589,115800,0.0048998,115800,0.00484205,115800,0.00477862,115800,0.0049277,115800,0.00489663,115800,0.00487256,115800,0.00484333,115800,0.00492428
115900,0.00501344,115900,0.00493392,115900,0.0046689,115900,0.0046909,115900,0.0047476,115900,0.00472447,115900,0.00472711,115900,0.00477004,115900,0.00478442,115900,0.00479076,115900,0.00477094,115900,0.00480519,115900,0.00480872,115900,0.00477182,115900,0.00479138,115900,0.00478942,115900,0.00478236,115900,0.00479387,115900,0.0048517,115900,0.00482425,115900,0.00483508,115900,0.00480958,115900,0.00485676,115900,0.00485533,115900,0.00482527,115900,0.00485884,115900,0.00485632,115900,0.00484734,115900,0.00483631,115900,0.00484607,115900,0.00486143,115900,0.00486143,115900,0.00487922,115900,0.0048749,115900,0.0048749,115900,0.00485926,115900,0.00488164,115900,0.00490516,115900,0.00484698,115900,0.00478307,115900,0.00493257,115900,0.00490186,115900,0.00487733,115900,0.00484797,115900,0.00492885
116000,0.00501937,116000,0.00494003,116000,0.00467388,116000,0.00469568,116000,0.00475286,116000,0.00472919,116000,0.00473195,116000,0.00477541,116000,0.00478934,116000,0.0047954,116000,0.00477568,116000,0.00480976,116000,0.00481389,116000,0.00477687,116000,0.00479635,116000,0.00479489,116000,0.00478772,116000,0.00479862,116000,0.00485626,116000,0.00482873,116000,0.0048405,116000,0.00481501,116000,0.00486219,116000,0.00486064,116000,0.0048304,116000,0.00486421,116000,0.00486158,116000,0.00485243,116000,0.00484157,116000,0.0048513,116000,0.00486655,116000,0.00486655,116000,0.00488436,116000,0.00487998,116000,0.00487998,116000,0.00486489,116000,0.00488668,116000,0.00491072,116000,0.00485223,116000,0.00478751,116000,0.00493747,116000,0.00490737,116000,0.00488214,116000,0.0048528,116000,0.00493362
116100,0.00502543,116100,0.00494641,116100,0.00467903,116100,0.00470071,116100,0.00475766,116100,0.00473415,116100,0.00473653,116100,0.00478065,116100,0.00479449,116100,0.00480004,116100,0.0047805,116100,0.00481427,116100,0.00481858,116100,0.00478145,116100,0.0048014,116100,0.00480003,116100,0.0047929,116100,0.00480327,116100,0.00486118,116100,0.0048333,116100,0.00484597,116100,0.00482016,116100,0.0048675,116100,0.00486578,116100,0.00483584,116100,0.00486967,116100,0.00486693,116100,0.00485766,116100,0.00484675,116100,0.00485672,116100,0.00487189,116100,0.00487189,116100,0.00488982,116100,0.00488509,116100,0.00488509,116100,0.00487018,116100,0.00489246,116100,0.00491621,116100,0.00485727,116100,0.004792,116100,0.00494244,116100,0.00491261,116100,0.00488686,116100,0.00485754,116100,0.00493836
116200,0.00503141,116200,0.00495279,116200,0.00468396,116200,0.0047055,116200,0.00476291,116200,0.00473904,116200,0.00474113,116200,0.00478583,116200,0.00479955,116200,0.0048048,116200,0.00478526,116200,0.00481898,116200,0.00482339,116200,0.00478638,116200,0.00480622,116200,0.00480549,116200,0.00479816,116200,0.00480814,116200,0.00486588,116200,0.00483786,116200,0.00485088,116200,0.00482552,116200,0.00487298,116200,0.00487079,116200,0.0048409,116200,0.00487489,116200,0.00487218,116200,0.00486317,116200,0.00485212,116200,0.00486202,116200,0.00487738,116200,0.00487738,116200,0.00489546,116200,0.00489033,116200,0.00489033,116200,0.00487569,116200,0.00489777,116200,0.00492155,116200,0.00486235,116200,0.00479631,116200,0.00494787,116200,0.00491789,116200,0.00489159,116200,0.00486228,116200,0.00494332
116300,0.00503735,116300,0.0049592,116300,0.0046885,116300,0.00471068,116300,0.0047679,116300,0.00474391,116300,0.0047459,116300,0.00479105,116300,0.00480461,116300,0.00480944,116300,0.00478987,116300,0.0048236,116300,0.00482846,116300,0.0047912,116300,0.00481125,116300,0.00481071,116300,0.00480349,116300,0.00481286,116300,0.00487053,116300,0.00484246,116300,0.00485574,116300,0.00483093,116300,0.00487862,116300,0.00487613,116300,0.00484608,116300,0.00488053,116300,0.0048776,116300,0.00486848,116300,0.00485753,116300,0.00486729,116300,0.00488301,116300,0.00488301,116300,0.0049012,116300,0.00489594,116300,0.00489594,116300,0.00488116,116300,0.00490288,116300,0.00492706,116300,0.00486756,116300,0.00480079,116300,0.0049532,116300,0.00492282,116300,0.00489619,116300,0.00486689,116300,0.00494846
116400,0.00504332,116400,0.00496545,116400,0.00469337,116400,0.00471565,116400,0.00477284,116400,0.00474866,116400,0.00475069,116400,0.00479651,116400,0.00480981,116400,0.00481406,116400,0.00479451,116400,0.00482803,116400,0.00483302,116400,0.00479594,116400,0.00481611,116400,0.0048161,116400,0.00480879,116400,0.00481778,116400,0.00487529,116400,0.00484702,116400,0.00486044,116400,0.00483624,116400,0.00488387,116400,0.00488114,116400,0.00485129,116400,0.0048858,116400,0.004883,116400,0.00487371,116400,0.00486254,116400,0.00487237,116400,0.0048883,116400,0.0048883,116400,0.00490679,116400,0.0049011,116400,0.0049011,116400,0.00488637,116400,0.00490833,116400,0.00493275,116400,0.00487266,116400,0.00480515,116400,0.00495862,116400,0.00492791,116400,0.00490056,116400,0.0048716,116400,0.00495334
116500,0.00504921,116500,0.0049716,116500,0.00469808,116500,0.00472096,116500,0.0047781,116500,0.00475372,116500,0.0047554,116500,0.00480178,116500,0.0048149,116500,0.0048189,116500,0.00479923,116500,0.00483267,116500,0.00483791,116500,0.00480046,116500,0.00482088,116500,0.00482122,116500,0.00481403,116500,0.00482266,116500,0.00487968,116500,0.00485143,116500,0.00486519,116500,0.00484137,116500,0.00488957,116500,0.00488623,116500,0.00485652,116500,0.00489126,116500,0.00488826,116500,0.00487892,116500,0.0048678,116500,0.0048773,116500,0.00489356,116500,0.00489356,116500,0.00491226,116500,0.00490626,116500,0.00490626,116500,0.00489182,116500,0.00491366,116500,0.00493809,116500,0.00487769,116500,0.00480953,116500,0.00496376,116500,0.00493274,116500,0.00490498,116500,0.00487609,116500,0.00495823
116600,0.00505498,116600,0.00497789,116600,0.0047026,116600,0.00472588,116600,0.00478319,116600,0.0047586,116600,0.00476014,116600,0.00480713,116600,0.00481985,116600,0.00482373,116600,0.00480399,116600,0.00483751,116600,0.00484282,116600,0.004805,116600,0.00482593,116600,0.00482638,116600,0.00481925,116600,0.00482749,116600,0.00488424,116600,0.00485601,116600,0.00486983,116600,0.00484673,116600,0.00489491,116600,0.00489145,116600,0.00486175,116600,0.00489661,116600,0.00489343,116600,0.00488427,116600,0.00487287,116600,0.00488252,116600,0.00489868,116600,0.00489868,116600,0.00491722,116600,0.0049114,116600,0.0049114,116600,0.00489698,116600,0.00491917,116600,0.00494358,116600,0.00488255,116600,0.00481386,116600,0.00496866,116600,0.00493764,116600,0.00490922,116600,0.00488036,116600,0.00496308
116700,0.00506096,116700,0.00498383,116700,0.00470736,116700,0.00473077,116700,0.00478836,116700,0.0047634,116700,0.00476479,116700,0.00481224,116700,0.00482526,116700,0.00482837,116700,0.00480874,116700,0.004842,116700,0.00484757,116700,0.00480964,116700,0.00483052,116700,0.00483163,116700,0.00482465,116700,0.0048326,116700,0.00488882,116700,0.00486036,116700,0.00487461,116700,0.00485223,116700,0.00490031,116700,0.00489661,116700,0.00486695,116700,0.00490186,116700,0.00489912,116700,0.00488931,116700,0.00487784,116700,0.00488722,116700,0.00490398,116700,0.00490398,116700,0.00492247,116700,0.0049164,116700,0.0049164,116700,0.00490228,116700,0.00492395,116700,0.00494892,116700,0.00488752,116700,0.00481828,116700,0.00497341,116700,0.00494241,116700,0.00491367,116700,0.00488488,116700,0.00496767
116800,0.00506661,116800,0.00498975,116800,0.00471168,116800,0.00473584,116800,0.00479336,116800,0.00476863,116800,0.00476986,116800,0.00481774,116800,0.00483033,116800,0.00483314,116800,0.00481372,116800,0.00484665,116800,0.00485258,116800,0.00481406,116800,0.00483537,116800,0.00483647,116800,0.00482983,116800,0.00483775,116800,0.00489316,116800,0.00486479,116800,0.00487927,116800,0.00485759,116800,0.00490584,116800,0.00490177,116800,0.00487217,116800,0.00490734,116800,0.0049042,116800,0.00489463,116800,0.00488292,116800,0.00489209,116800,0.00490888,116800,0.00490888,116800,0.00492753,116800,0.00492157,116800,0.00492157,116800,0.00490731,116800,0.00492935,116800,0.00495414,116800,0.00489251,116800,0.00482256,116800,0.00497839,116800,0.00494721,116800,0.00491769,116800,0.0048893,116800,0.00497277
116900,0.00507236,116900,0.00499584,116900,0.00471587,116900,0.00474076,116900,0.00479816,116900,0.00477355,116900,0.00477484,116900,0.00482308,116900,0.00483542,116900,0.00483804,116900,0.00481841,116900,0.0048515,116900,0.00485724,116900,0.00481864,116900,0.00484012,116900,0.00484151,116900,0.00483515,116900,0.00484282,116900,0.00489764,116900,0.00486915,116900,0.00488408,116900,0.00486282,116900,0.00491131,116900,0.00490683,116900,0.0048774,116900,0.00491276,116900,0.00490944,116900,0.00489986,116900,0.00488809,116900,0.00489714,116900,0.00491408,116900,0.00491408,116900,0.00493282,116900,0.0049265,116900,0.0049265,116900,0.00491264,116900,0.00493469,116900,0.00495943,116900,0.00489725,116900,0.00482709,116900,0.00498304,116900,0.00495207,116900,0.0049219,116900,0.00489363,116900,0.00497753
117000,0.00507802,117000,0.00500158,117000,0.00472025,117000,0.00474568,117000,0.00480319,117000,0.00477853,117000,0.00477955,117000,0.00482833,117000,0.00484053,117000,0.00484297,117000,0.00482335,117000,0.00485625,117000,0.00486234,117000,0.00482302,117000,0.0048449,117000,0.00484666,117000,0.00484029,117000,0.00484796,117000,0.00490216,117000,0.00487364,117000,0.00488892,117000,0.00486812,117000,0.00491666,117000,0.00491165,117000,0.00488279,117000,0.00491811,117000,0.00491475,117000,0.00490491,117000,0.00489294,117000,0.00490173,117000,0.00491914,117000,0.00491914,117000,0.00493754,117000,0.00493185,117000,0.00493185,117000,0.00491767,117000,0.00493994,117000,0.00496465,117000,0.00490209,117000,0.00483152,117000,0.00498772,117000,0.00495656,117000,0.00492639,117000,0.00489822,117000,0.00498239
117100,0.00508381,117100,0.00500733,117100,0.0047243,117100,0.00475052,117100,0.00480807,117100,0.00478351,117100,0.00478445,117100,0.00483356,117100,0.00484593,117100,0.0048478,117100,0.00482831,117100,0.00486106,117100,0.00486717,117100,0.00482745,117100,0.00484959,117100,0.0048516,117100,0.00484515,117100,0.00485305,117100,0.00490632,117100,0.00487783,117100,0.00489359,117100,0.00487356,117100,0.00492179,117100,0.00491685,117100,0.00488781,117100,0.00492313,117100,0.00492004,117100,0.00490992,117100,0.00489797,117100,0.00490664,117100,0.00492419,117100,0.00492419,117100,0.00494281,117100,0.00493666,117100,0.00493666,117100,0.00492269,117100,0.00494502,117100,0.00497002,117100,0.00490679,117100,0.00483591,117100,0.00499251,117100,0.00496142,117100,0.00493077,117100,0.00490248,117100,0.00498725
117200,0.00508933,117200,0.00501291,117200,0.00472839,117200,0.00475518,117200,0.00481285,117200,0.00478862,117200,0.00478961,117200,0.00483898,117200,0.004851,117200,0.00485269,117200,0.00483335,117200,0.00486587,117200,0.00487201,117200,0.00483228,117200,0.00485421,117200,0.00485638,117200,0.00485036,117200,0.00485829,117200,0.00491075,117200,0.00488213,117200,0.00489834,117200,0.00487879,117200,0.0049274,117200,0.00492173,117200,0.00489326,117200,0.00492836,117200,0.00492516,117200,0.00491476,117200,0.00490266,117200,0.00491118,117200,0.00492918,117200,0.00492918,117200,0.00494765,117200,0.00494191,117200,0.00494191,117200,0.00492805,117200,0.00495014,117200,0.00497517,117200,0.00491162,117200,0.00484026,117200,0.00499732,117200,0.00496646,117200,0.00493526,117200,0.00490715,117200,0.0049922
117300,0.00509493,117300,0.00501868,117300,0.00473247,117300,0.00476002,117300,0.00481752,117300,0.0047935,117300,0.00479445,117300,0.00484421,117300,0.00485616,117300,0.00485779,117300,0.00483819,117300,0.00487089,117300,0.00487679,117300,0.00483658,117300,0.00485908,117300,0.00486128,117300,0.00485546,117300,0.00486335,117300,0.00491506,117300,0.00488658,117300,0.00490341,117300,0.0048841,117300,0.00493263,117300,0.00492678,117300,0.00489842,117300,0.00493356,117300,0.00493034,117300,0.00491971,117300,0.00490734,117300,0.00491596,117300,0.00493415,117300,0.00493415,117300,0.00495276,117300,0.00494703,117300,0.00494703,117300,0.00493318,117300,0.00495559,117300,0.00498074,117300,0.00491624,117300,0.00484485,117300,0.00500204,117300,0.0049711,117300,0.00493973,117300,0.00491184,117300,0.0049974
117400,0.00510016,117400,0.0050244,117400,0.00473651,117400,0.00476446,117400,0.00482212,117400,0.00479852,117400,0.00479947,117400,0.00484946,117400,0.00486144,117400,0.00486281,117400,0.0048433,117400,0.00487572,117400,0.00488184,117400,0.00484131,117400,0.00486369,117400,0.00486596,117400,0.00486034,117400,0.00486856,117400,0.00491936,117400,0.00489107,117400,0.00490826,117400,0.00488899,117400,0.00493791,117400,0.00493185,117400,0.00490344,117400,0.00493858,117400,0.00493552,117400,0.00492452,117400,0.00491213,117400,0.00492067,117400,0.0049394,117400,0.0049394,117400,0.00495794,117400,0.00495212,117400,0.00495212,117400,0.0049383,117400,0.0049609,117400,0.004986,117400,0.00492089,117400,0.00484923,117400,0.00500681,117400,0.00497607,117400,0.0049445,117400,0.00491659,117400,0.00500271
117500,0.00510562,117500,0.00503009,117500,0.0047406,117500,0.00476899,117500,0.0048267,117500,0.00480323,117500,0.00480433,117500,0.00485479,117500,0.00486657,117500,0.0048679,117500,0.00484849,117500,0.00488063,117500,0.00488663,117500,0.0048459,117500,0.00486845,117500,0.00487073,117500,0.00486533,117500,0.00487387,117500,0.00492382,117500,0.00489544,117500,0.00491326,117500,0.00489426,117500,0.0049432,117500,0.00493659,117500,0.00490874,117500,0.00494368,117500,0.00494046,117500,0.00492925,117500,0.0049167,117500,0.00492525,117500,0.00494434,117500,0.00494434,117500,0.00496274,117500,0.00495729,117500,0.00495729,117500,0.00494367,117500,0.00496623,117500,0.00499106,117500,0.00492604,117500,0.00485372,117500,0.0050118,117500,0.0049809,117500,0.00494923,117500,0.00492123,117500,0.00500779
117600,0.00511106,117600,0.00503586,117600,0.00474474,117600,0.00477317,117600,0.00483105,117600,0.00480835,117600,0.00480948,117600,0.00485997,117600,0.00487194,117600,0.00487287,117600,0.00485356,117600,0.00488572,117600,0.00489164,117600,0.00485077,117600,0.00487317,117600,0.00487545,117600,0.00487036,117600,0.00487892,117600,0.00492829,117600,0.00489962,117600,0.00491823,117600,0.00489937,117600,0.00494864,117600,0.00494166,117600,0.00491402,117600,0.0049487,117600,0.00494547,117600,0.00493409,117600,0.00492137,117600,0.00492993,117600,0.00494925,117600,0.00494925,117600,0.00496774,117600,0.00496249,117600,0.00496249,117600,0.00494859,117600,0.00497144,117600,0.00499659,117600,0.0049307,117600,0.00485836,117600,0.00501673,117600,0.00498595,117600,0.00495436,117600,0.00492623,117600,0.00501318
117700,0.00511618,117700,0.00504176,117700,0.00474881,117700,0.00477765,117700,0.0048355,117700,0.00481304,117700,0.00481438,117700,0.00486538,117700,0.00487683,117700,0.00487784,117700,0.00485859,117700,0.00489066,117700,0.00489651,117700,0.0048555,117700,0.00487796,117700,0.0048801,117700,0.0048752,117700,0.00488419,117700,0.00493273,117700,0.00490424,117700,0.00492329,117700,0.00490461,117700,0.00495367,117700,0.00494648,117700,0.00491889,117700,0.00495352,117700,0.00495065,117700,0.00493874,117700,0.00492598,117700,0.00493464,117700,0.00495432,117700,0.00495432,117700,0.00497267,117700,0.00496754,117700,0.00496754,117700,0.00495384,117700,0.00497679,117700,0.0050018,117700,0.00493561,117700,0.00486264,117700,0.00502175,117700,0.00499119,117700,0.00495937,117700,0.00493142,117700,0.00501821
